,shape,loc,scale,distribution,domain
ampl_c,122.96246361447639,0.9972226242503013,2.2144850497213695e-05,gamma,spatial
xoc_pix,-1.2784235221524634,6.958032587743172,0.7737575256941462,skewnorm,spatial
yoc_pix,1.3882633617658222,6.107886603525438,0.47657060393308176,skewnorm,spatial
semi_xc_pix,21.386627855214826,0.6297578189481813,0.07475073878179109,gamma,spatial
semi_yc_pix,77.51945630672336,-0.5485609913874521,0.026184740630954953,gamma,spatial
ampl_s,133.3988125533822,0.09604759888329101,0.004222862433258869,gamma,spatial
xos_pix,1.0127245842527137,5.997212574326074,0.8889443913821495,skewnorm,spatial
yos_pix,1.486735875234785,5.999296036254707,0.6321568646497808,skewnorm,spatial
semi_xs_pix,94.4849780085473,-1.5346914429224725,0.04355738015891106,gamma,spatial
semi_ys_pix,278.87505935779586,-3.323537659763387,0.018104743946795655,gamma,spatial
offset,-1.8039286189416852,0.00628808502983854,0.004976134303196197,skewnorm,spatial
xy_aspect_ratio,17833914.765482146,1.096686846700352,0.5532620107270241,skewnorm,spatial
relative_surround_volume,-7.721163592390914,0.9576704912160783,0.09576828890597452,skewnorm,spatial
orient_cen_rad,44.41483580088641,0.14735266979214526,3.141592653589793,vonmises,spatial
orient_sur_rad,1.8796167407093476,2.6428697535434327,3.141592653589793,vonmises,spatial
n,42.143655693221085,0.0011520728618820179,0.1160553119045865,gamma,temporal
p1,270.03005465856666,-1.0449082182083171,0.014656109596832147,gamma,temporal
p2,73.6258586893432,0.2621899904168917,0.008171426030206652,gamma,temporal
tau1,342.5146174335723,-8.936764577781261,0.15550915693852752,gamma,temporal
tau2,126.65993024021714,-0.0048751842374973355,0.971480964158733,gamma,temporal
tonic_drive,175.5729597199704,-2.2823009506208285,0.027379988184514717,gamma,tonic
