,means,std_devs,cov_n,cov_p1,cov_p2,cov_tau1,cov_tau2
n,9.80426937568155,1.1002704182288587,1.224671679197293,0.2650394859724208,-0.005809671926046507,1.2013429505009747,6.174980016173277
p1,3.3812441653966445,0.49608255969351034,0.2650394859724208,0.24895950959057767,0.05234523774242059,0.3695682973734212,1.5690202907803263
p2,0.936801338527267,0.16881940532492876,-0.005809671926046507,0.05234523774242059,0.02883138686559122,0.03382796615573216,-0.7682771682534699
tau1,51.83662614694849,1.341886933242477,1.2013429505009747,0.3695682973734212,0.03382796615573216,1.8215984548813993,5.679520999395385
tau2,124.41313272060604,10.628666733657072,6.174980016173277,1.5690202907803263,-0.7682771682534699,5.679520999395385,114.28214440183625
