,means,std_devs,cov_n,cov_p1,cov_p2,cov_tau1,cov_tau2
n,4.061111616794581,0.7827333927209659,0.6150279931730909,0.007932615530020372,-0.0021671823982794013,-1.0827252351768937,-0.342469009609857
p1,2.549192933847679,0.34353078359802874,0.007932615530020372,0.11846729696901201,0.008665868206308295,0.28356259956512625,1.014746946421502
p2,0.2046881751016391,0.06314924261780601,-0.0021671823982794013,0.008665868206308295,0.004003164638753304,0.0890692390719513,-0.6765284634706334
tau1,51.57627803384181,3.0739580917528917,-1.0827252351768937,0.28356259956512625,0.0890692390719513,9.485561497352515,-2.515683941285833
tau2,186.00846218345504,19.793851165845076,-0.342469009609857,1.014746946421502,-0.6765284634706334,-2.515683941285833,393.30345376014765
