,means,std_devs,cov_n,cov_p1,cov_p2,cov_tau1,cov_tau2
n,9.807062771226017,1.1018136342843232,1.2287980808496435,0.2857782577775414,0.0006642343786320491,1.1858265510693349,6.201882428888614
p1,3.404124575582989,0.4936172459852687,0.2857782577775414,0.24662942438205787,0.05234917719044276,0.4075808659426272,1.5431926416882187
p2,0.9388092360841374,0.16939220888446707,0.0006642343786320491,0.05234917719044276,0.02904364385064622,0.04485886404074225,-0.7820559121491356
tau1,51.82251255872778,1.3340631755212413,1.1858265510693349,0.4075808659426272,0.04485886404074225,1.8014285142852553,5.726325462461118
tau2,124.66817434523084,10.733473611824596,6.201882428888614,1.5431926416882187,-0.7820559121491356,5.726325462461118,116.61242474860978
