2,0.0161
13,0.0296
1,0.0375
11,0.040400000000000005
1,0.06720000000000001
7,0.0678
15,0.0878
9,0.0908
2,0.0971
7,0.1134
7,0.1323
1,0.1351
6,0.1394
9,0.158
13,0.16770000000000002
1,0.17850000000000002
1,0.18460000000000001
15,0.1895
8,0.19
1,0.2087
14,0.22640000000000002
2,0.23270000000000002
2,0.2409
1,0.2472
3,0.2499
3,0.2674
10,0.29760000000000003
12,0.3064
4,0.3119
3,0.3386
3,0.3648
1,0.37320000000000003
10,0.3803
6,0.4151
4,0.42450000000000004
2,0.42660000000000003
4,0.43320000000000003
1,0.44520000000000004
13,0.4667
15,0.5017
13,0.5084000000000001
2,0.5284
15,0.5829
5,0.5861000000000001
15,0.5926
3,0.5926
1,0.6364000000000001
3,0.6433
3,0.6579
3,0.6609
2,0.6612
2,0.6845
2,0.6881
14,0.6892
2,0.7007
13,0.7078
7,0.7198
7,0.7296
13,0.7347
1,0.7558
11,0.7823
2,0.7866000000000001
2,0.8062
3,0.8255
3,0.8329000000000001
14,0.8394
15,0.8508
8,0.8703000000000001
4,0.8708
7,0.872
0,0.8721
9,0.8919
9,0.8949
7,0.9079
3,0.9178000000000001
5,0.9196000000000001
7,0.9253
4,0.9281
5,0.9585
1,0.9586
10,0.9648
0,0.9649000000000001
12,0.9698
7,0.9745
3,0.9869
2,0.9996
2,1.0165
7,1.0276
2,1.0319
13,1.0436
13,1.0571000000000002
4,1.0611000000000002
0,1.0637
4,1.0645
13,1.0646
13,1.0704
4,1.0715000000000001
1,1.0749
13,1.0799
4,1.0814000000000001
10,1.0846
13,1.0853000000000002
1,1.0876000000000001
13,1.0891
10,1.092
1,1.0921
13,1.0926
4,1.0935000000000001
12,1.0938
10,1.0965
0,1.097
13,1.098
13,1.1032
1,1.1043
8,1.1058000000000001
10,1.107
8,1.1098000000000001
13,1.1098000000000001
1,1.11
4,1.111
13,1.115
1,1.1154
10,1.1157000000000001
4,1.1184
10,1.1216000000000002
13,1.1218000000000001
4,1.1227
1,1.1249
10,1.1264
13,1.127
4,1.1295
13,1.1302
3,1.1331
10,1.1375
13,1.1381000000000001
8,1.1406
10,1.1451
13,1.1473
4,1.1477000000000002
0,1.1480000000000001
8,1.1484
10,1.1502000000000001
13,1.1513
1,1.1531
13,1.1560000000000001
12,1.1604
10,1.1627
1,1.1634
4,1.1666
13,1.1667
10,1.167
8,1.1701000000000001
13,1.1713
10,1.1728
4,1.1752
13,1.1774
10,1.1804000000000001
4,1.1817
13,1.1841000000000002
8,1.1862000000000001
10,1.1868
13,1.1888
1,1.1924000000000001
4,1.194
13,1.1951
1,1.1961000000000002
10,1.1976
10,1.2015
1,1.2018
13,1.2036
3,1.2057
13,1.2078
1,1.2102000000000002
3,1.2127000000000001
1,1.2134
13,1.2134
4,1.2156
10,1.2163000000000002
13,1.2189
10,1.2222
13,1.2259
1,1.2263000000000002
10,1.227
13,1.2297
10,1.2325000000000002
13,1.2339
4,1.238
1,1.2386000000000001
10,1.2396
13,1.2412
4,1.2445000000000002
1,1.2446000000000002
1,1.2484
10,1.2497
13,1.2509000000000001
1,1.2531
13,1.2590000000000001
1,1.2593
10,1.2613
13,1.2637
8,1.2661
10,1.2668000000000001
13,1.2677
10,1.2714
13,1.2725
4,1.2741
10,1.2751000000000001
13,1.2761
13,1.2788000000000002
1,1.2849000000000002
13,1.2850000000000001
13,1.2890000000000001
0,1.2951000000000001
13,1.2962
10,1.2969000000000002
13,1.3011000000000001
10,1.3019
10,1.3057
10,1.3116
13,1.3137
1,1.3157
13,1.318
10,1.3191000000000002
13,1.3231000000000002
15,1.324
8,1.3246
7,1.3253000000000001
13,1.3282
13,1.3344
4,1.335
10,1.3352000000000002
13,1.3397000000000001
8,1.34
10,1.3427
13,1.3451
10,1.3457000000000001
8,1.3474000000000002
13,1.3493000000000002
1,1.3496000000000001
1,1.3545
10,1.3559
4,1.3587
13,1.3593000000000002
10,1.3611
13,1.3626
0,1.3631
1,1.3643
8,1.3661
1,1.3669
10,1.3676000000000001
13,1.3711
1,1.3713
10,1.374
13,1.3768
8,1.3821
10,1.3827
13,1.3846
4,1.3880000000000001
13,1.3900000000000001
10,1.3929
13,1.3971
1,1.3988
13,1.4053
10,1.4083
10,1.4118000000000002
13,1.4133
10,1.4173
13,1.4177
4,1.421
13,1.4229
8,1.425
13,1.4292
4,1.4292
10,1.4314
13,1.4323000000000001
1,1.4328
3,1.4351
13,1.4372
10,1.4384000000000001
13,1.4412
12,1.4436
10,1.4515
13,1.4524000000000001
0,1.4555
7,1.4734
8,1.4792
6,1.4963
3,1.4976
15,1.4982
13,1.4992
15,1.5054
8,1.5075
11,1.5081
15,1.5338
15,1.5425
9,1.5467
15,1.5584
6,1.5659
7,1.5754000000000001
13,1.5777
15,1.5796000000000001
15,1.6009
15,1.6089
3,1.6176000000000001
2,1.6336000000000002
2,1.6398000000000001
3,1.6504
0,1.6727
2,1.6754
7,1.6821000000000002
12,1.6885000000000001
14,1.6992
3,1.7040000000000002
10,1.7096
15,1.7182000000000002
6,1.73
9,1.7467000000000001
1,1.7532
1,1.7595
9,1.7651000000000001
6,1.7817
7,1.7886000000000002
3,1.7966000000000002
11,1.8068000000000002
7,1.8158
1,1.8568
7,1.8571000000000002
13,1.8571000000000002
3,1.8607
7,1.865
10,1.8791
14,1.8911
2,1.8937000000000002
