,positions_eccentricity,positions_polar_angle,eccentricity_group_index,semi_xc,semi_yc,xy_aspect_ratio,amplitudes,sur_ratio,orientation_center,amplitudec,relative_sur_amplitude,rf_radius,n,p1,p2,tau1,tau2,tonicdrive
53,1.035842008652064,0.6768212494705471,0,0.008520634405733715,0.0044393153267486074,0.725597111916533,18.11234709827786,2.457079044200547,0.6768212494705471,56.988652588045674,0.31782374693444193,0.0061502668975415365,6.823963340172671,2.9332942221568663,0.12665038792037975,52.08510703867595,132.20073744313078,2.4190643412984816
54,1.0357035216791888,1.3136398839809553,0,0.0055523791606956275,0.004894980703946006,0.754617979296766,29.196290661444234,1.7709825479636057,1.3136398839809553,79.31333558962329,0.36811326171565073,0.005213328001631685,6.809142632280455,3.1165150004273645,0.41292895790690304,52.22388059232442,215.12353039159655,2.541063955435769
55,1.0349648170973778,1.978439599066992,0,0.0066241921690994455,0.004431098784566057,0.6406073667804006,15.322478640891083,2.099297755859748,1.978439599066992,73.43988017318419,0.2086397554674378,0.005417790127831507,7.788673246907429,2.4473503335217988,0.309352295442738,53.03317656490997,191.44911253811074,2.0554941523093877
56,1.0450642007482396,-1.7093427893530337,0,0.005407075881970459,0.006905956172909786,0.6782847935940253,6.508415228665356,3.1919914190573007,-1.7093427893530337,57.72846799328668,0.11274186644658972,0.006110730648988345,6.869648506006259,3.357455040431164,0.3090119649155685,55.57036460161453,136.8188786361468,1.402663265558278
57,1.0450744837176162,-1.0388018458043558,0,0.006167481005815051,0.004719564741382101,0.6223114416152911,6.598863654655558,1.553368335336844,-1.0388018458043558,74.05707347314083,0.08910510968339637,0.005395166901791689,8.311950552693471,3.9280773977779493,0.3209383818256106,59.84259344531564,176.78792488013983,1.5561532044599282
58,1.045105045458865,-0.35683105464096626,0,0.010036558305377346,0.0037056237260670016,0.7239026661373953,20.623865188596348,2.3043783464838867,-0.35683105464096626,57.960241226620546,0.35582780112937173,0.006098500519345809,7.110701578287336,2.7324334654156566,0.40796163849335826,56.68027057189927,128.40289797696744,2.068862902351249
59,1.0454829870338926,0.3294662376077632,0,0.006317615632484637,0.004771458053340863,0.5120908379381486,22.948013285299318,2.261207442747092,0.3294662376077632,71.51086061877604,0.3209024907088594,0.005490376852961092,7.267079407800415,3.313451224687296,0.364023156096322,54.83992133896804,113.23857519629229,2.318103296265411
60,1.0445926777331633,0.9467434565219517,0,0.01396636159585296,0.005062959054528052,0.5330890148740441,2.6799766458782077,1.484683062609254,0.9467434565219517,30.4851697395432,0.08791083234160026,0.008408990242623463,7.13778811443323,3.2309465282931686,0.09147639388199608,51.16280752426542,188.09032466078077,1.6244935194758803
61,1.0453464840507913,1.6246396317617673,0,0.006622540721223626,0.007095812626887881,0.7428351773140789,5.584511819962277,3.5362444898565206,1.6246396317617673,45.872196741108574,0.12174066682439237,0.006855093585921185,7.3732511166187225,2.918219702505266,0.22708115617752467,56.78742153593449,160.697530187226,1.4799361800238309
62,1.0446912093065182,2.271941361065581,0,0.00539737057929848,0.005579008098852604,0.7005446079670832,40.15403883401391,2.9012963188029106,2.271941361065581,71.58748173399758,0.5609086653336539,0.005487437851530985,9.099720006196055,3.4090023314785496,0.178000400549035,57.269302739717006,153.14429174908088,1.631681926855192
63,1.0547266805587387,-1.7051719663946594,1,0.007086531775370102,0.004707096192167491,0.5986907798279566,16.889015512484374,2.1685346273737025,-1.7051719663946594,64.62335516925492,0.2613453830778421,0.0057755507733478146,6.0066284164994945,2.451504745659788,0.3958692724708199,57.04228610402123,221.65024668931756,1.1094709625938766
64,1.055115916276999,-1.065782349929456,1,0.005858277974717151,0.004494677839361039,0.6929651090610278,10.96472942866201,2.165710604503863,-1.065782349929456,81.86679166154042,0.13393378690095958,0.0051313811191313835,9.16170519963341,3.116547697859459,0.3578225176638487,51.69325189259904,155.49589664342454,1.7397536693235338
65,1.0554660189196454,-0.3120511115620984,1,0.008622898320386197,0.004673066473784212,0.661918315768073,10.585069157733528,3.497856886067053,-0.3120511115620984,53.49597296548241,0.19786665371173656,0.006347863975216146,5.7901051186408665,3.2468702269252407,0.17222762398475316,53.87848595312609,131.70370481189468,2.611040488266392
66,1.0547990505418148,0.2944804940840269,1,0.007095892203412236,0.005416988211809692,0.6359934333451949,9.247105339949202,2.4314377646688268,0.2944804940840269,56.080440305293585,0.16489002742505826,0.006199868096835317,8.529937707800158,2.8869347062383044,0.13038308370269158,50.20220831585822,121.03013668613391,2.2062603855190392
67,1.0549539274310755,0.9639926564628376,1,0.008314938259746971,0.0061005092568858854,0.5948046207507525,10.265185226255467,2.7724486757021722,0.9639926564628376,42.49630744181238,0.24155475720592814,0.0071221736726943844,7.5531752482508345,3.7667059338507016,0.17447130341015032,51.38083105130671,150.50001296638266,2.9492378021742933
68,1.0541805836461957,1.5815012381372904,1,0.00847691759023587,0.004127343701781892,0.6419094032827344,6.414109215835711,2.053011102077681,1.5815012381372904,61.61234200779451,0.10410429155613447,0.005914993865304016,7.916913772910006,3.5651843914944417,0.2870150342661777,57.79541872728747,160.0507523829158,1.27061266628208
69,1.0554548617532347,2.303612513545135,1,0.007176520331940187,0.0042666764788710865,0.8225400267281948,4.526655326724908,1.6918534972130697,2.303612513545135,70.4000035909768,0.06429907806574447,0.005533524238713454,7.992435875681349,3.8148901657324252,0.7512511582680037,51.111379859558085,159.60251873266503,1.5683090890045523
70,1.0655272386527666,-2.043733494138391,1,0.010211972716694604,0.004292892363986383,0.6226126729486421,4.947494973656584,1.74078459247995,-2.043733494138391,49.17186371231072,0.10061638099793895,0.006621095052688456,7.121795761518969,2.832832624509571,0.37470704533352334,55.4737148101466,214.76966471268975,2.3875070893190866
71,1.0664929444503326,-1.33533739047742,1,0.005449254769611733,0.007174615140567119,0.4957054917305088,8.6255627976498,2.1336110774791126,-1.33533739047742,55.13667745486735,0.15643965497758433,0.006252703877112999,7.156290260706845,3.4181249286554696,0.23639830437958392,53.01248126591225,217.40332768155736,1.4500179451558086
72,1.065603653244889,-0.6952716272244356,1,0.011002122806004067,0.005685530898557907,0.7325189800727854,9.596277438116877,2.2923104367817313,-0.6952716272244356,34.46107351393141,0.278467164821126,0.00790903971182752,8.997363563111334,3.421101160877302,0.01563361749193487,56.78518482647681,118.62133743989034,1.3337321682405836
