,positions_eccentricity,positions_polar_angle,eccentricity_group_index,semi_xc,semi_yc,xy_aspect_ratio,amplitudes,sur_ratio,orientation_center,amplitudec,relative_sur_amplitude,rf_radius,n,p1,p2,tau1,tau2,tonicdrive
60,1.0273312869625204,0.2770459887651327,0,0.00854201303439562,0.004606600275018198,0.7551066672767859,6.341498622181556,2.745831872624394,0.2770459887651327,40.08016013646189,0.15822039135049615,0.0062729291079571346,5.40499207721468,2.4072414140530487,0.19281662038699593,52.98956766834837,168.63175638176895,1.5718340340805543
61,1.0264133343208839,0.8239031925024071,0,0.005426794439614938,0.00386174052817605,0.824811390423883,12.445542161066564,2.3157158790437635,0.8239031925024071,75.25645307637586,0.1653750828309155,0.004577867628660907,3.21656969090713,2.126477685952942,0.27479353838838905,47.29418343695395,171.64974972522586,0.739418104006127
62,1.027612536438947,1.4495782169082159,0,0.007080379732463515,0.004936646141872566,0.6294777959773212,8.066927612696402,2.940146750711088,1.4495782169082159,45.12130570355809,0.17878311557948276,0.005912134072334517,3.29188518608631,2.589505334426425,0.2036502828908754,48.623547648543,171.52145366102806,1.4362899269188905
63,1.0280734246369159,1.9594475464444503,0,0.0049846322565478135,0.004123450600049593,0.5840389546704792,7.47010153453401,3.164897996687539,1.9594475464444503,76.73195924991856,0.09735319686290869,0.004533639252222064,4.499825982764686,2.3726730288855027,0.18629656931160882,50.8856442710688,188.14840318985713,1.6317998715163942
64,1.035757593580858,-1.7725394949930713,0,0.00407272256576886,0.004025341568731763,0.6158251149323388,20.10531570280312,2.8408997396445588,-1.7725394949930713,96.20167681713585,0.20899132289575517,0.004048962761239139,3.9161725277640627,2.614371668966072,0.23956507382758002,56.12191702516528,190.34691723035613,0.6408418081308227
65,1.0353376680832709,-1.1917526650255454,0,0.0060410053111147645,0.004084910742285291,0.8218280630278665,14.60031564756144,3.2951008828266923,-1.1917526650255454,63.911412813751824,0.2284461413818079,0.004967591719291673,4.395342731143318,2.4883503081138674,0.1165361092856309,52.07763423019049,161.76559630118058,1.4353533768491218
66,1.03572625118638,-0.5878660187063693,0,0.004684458500084723,0.005148187501760747,0.7334943117727875,8.541979683121713,2.1355708512488034,-0.5878660187063693,65.39679357163449,0.13061771405909955,0.004910852339732184,3.1618483429868722,3.420849659207015,0.1977698491149203,51.135463804279,219.2189652323856,1.8983387070952968
67,1.0358417427439763,-0.0585950425454671,0,0.004705870995055971,0.003676259004929045,0.4595726997334937,12.5559608422823,3.45166767855013,-0.0585950425454671,91.16415026296674,0.1377291490795901,0.004159326943341785,3.9965740495710578,2.514218598818946,0.17657661779829797,55.781443306430575,186.14355651337084,0.7368110678706863
68,1.035342682184891,0.47618545305696536,0,0.005044866378181294,0.002682677798605881,0.571666168332728,8.595762995343172,2.591373860593557,0.47618545305696536,116.53383106863899,0.07376195321580242,0.003678824680476119,4.035955238458339,2.491934923643756,0.179202666364141,52.99041528322671,177.34029638603565,1.3953086006800408
69,1.0354158224001897,1.0735640431311197,0,0.005071807684928771,0.003816368946371696,0.654209988886737,10.504438879157624,2.0786081069886757,1.0735640431311197,81.4811361875331,0.1289186598353404,0.004399532855966811,4.52497721171772,1.4709975435578624,0.19546257269167716,61.25669859153529,190.95589596952132,0.9979409304078608
70,1.0356821072394997,1.660298423854884,0,0.004248169272289134,0.004606880434926184,0.5065771380621218,14.540341792811676,2.925895610913864,1.660298423854884,80.58634390018754,0.1804318335972782,0.004423890584628356,4.692015736489359,2.82772190678231,0.2556384856975539,55.26532760184717,177.67060251825248,0.8871284608420602
71,1.0351866512471892,2.236750932251078,0,0.004311136380051565,0.0034383802763066364,0.5173825836118411,14.357912070734857,2.4294474845568885,2.236750932251078,106.39581323047281,0.13494809273775643,0.0038501073098859587,3.448641773442748,2.5622198588374214,0.2853037970539896,52.46084756938164,187.4960696882433,2.2933383590144754
72,1.0438896455088713,-2.004445487686248,0,0.006421664628998099,0.003007421182892898,0.7811125974418691,14.209304554208959,2.9799691814540163,-2.004445487686248,81.66356440223002,0.17399809398744465,0.004394616050883506,4.862779805126482,3.012926942710072,0.1622896967399952,48.451368270279765,184.14104509920483,1.1334852635922985
73,1.0444971127169838,-1.3825998076874617,0,0.0066573664412496215,0.0029725903878215004,0.8384916080646003,19.938459518319267,3.990195438116836,-1.3825998076874617,79.69529369257825,0.2501836506837049,0.004448552966017608,2.4659285311150505,2.4290856757672348,0.22912065043034724,51.87190915978156,196.44509056833263,1.047192642906884
74,1.0442533728836032,-0.8546661452173325,0,0.006612645663256981,0.0037045360882507023,0.5874177006334804,7.320041826616567,2.648618521915805,-0.8546661452173325,64.38150510423128,0.1136978984067814,0.0049494226429301815,6.429663566319506,2.962443119489743,0.2261840878094773,49.16139079232768,209.21784674596333,1.5246912512721345
75,1.0445499391692403,-0.2586242088255155,0,0.005504124492960885,0.0035091612107363635,0.76068845905453,7.976151939451126,2.683924934434164,-0.2586242088255155,81.65422075831593,0.0976820532408156,0.004394867480341391,3.5644026936133892,2.7542917181592497,0.1894901421604792,56.12171700802101,191.61471093568795,0.8012407706434832
76,1.0443573392428782,0.2956663831181573,0,0.004867426208316635,0.0034739963667854003,0.9828319276335851,8.701610668051774,2.240415821921414,0.2956663831181573,93.26989136067375,0.09329495876008616,0.004112106633258435,4.539280541139373,2.1452306237725587,0.18481309971529397,47.51302597682807,182.7305500784884,1.2569337786880759
77,1.0446956628581963,0.8617605402038653,0,0.006212571514436652,0.004764950858652243,0.5611340259858437,11.599563285838078,1.6750810352646541,0.8617605402038653,53.27707580602755,0.21772147045138224,0.005440826956644862,4.818306626113425,2.829857402229246,0.1090860693983127,47.98873647010426,213.45808413409034,1.101274177441379
78,1.0443442088583406,1.473849575856802,0,0.005824900616488807,0.004988673591312388,0.533084161077555,6.954283520195083,1.3748935353176484,1.473849575856802,54.27459583866659,0.12813146579418055,0.005390596245082445,4.674052334426181,3.2340290215222964,0.39981184212053134,50.295609626427684,146.94809709003343,1.3981434212068855
79,1.0438873628005554,2.038576278331969,0,0.010677590248863802,0.004006495633689306,0.4661834888653822,10.36869517796083,2.6038880309029744,2.038576278331969,36.86653170616797,0.281249542555317,0.00654062066706183,3.455184516348815,2.808896172733286,0.22574188229160597,47.79794792337246,204.3449225438072,0.15133341467302586
