train_loss,val_loss,mse,ssim,kid_std,kid_mean
43.642193187366836,45.53558072176847,0.1461530476808548,0.17095819115638733,0.02657093107700348,0.36278223991394043
9.840265360745517,44.10199252041903,0.14724664390087128,0.1711714118719101,0.022659368813037872,0.3812726140022278
2.4554621523076836,43.79081587357955,0.15585637092590332,0.15485909581184387,0.030523134395480156,0.464689165353775
1.4101151119578967,45.39785489169034,0.17596381902694702,0.1285000592470169,0.03191348910331726,0.5188080668449402
1.2554144859313965,47.26847700639205,0.19770267605781555,0.10270249098539352,0.030941111966967583,0.563493549823761
1.21778527173129,48.00881125710227,0.21252092719078064,0.08472887426614761,0.04123326763510704,0.6104715466499329
1.160966244610873,47.32015713778409,0.21844086050987244,0.0739530548453331,0.039703238755464554,0.6585756540298462
1.0890458713878284,45.67463267933238,0.21817588806152344,0.06781797111034393,0.0354195162653923,0.6751052737236023
0.9806028496135365,43.61429665305398,0.21492215991020203,0.06728630512952805,0.04171055555343628,0.6884135007858276
0.8746207193894819,41.1462235884233,0.2087164968252182,0.06876590847969055,0.03852222487330437,0.6726881861686707
0.7888867421583696,38.3551191850142,0.1997518539428711,0.07204806059598923,0.03838811442255974,0.65932697057724
0.7178997343236749,35.08977161754262,0.1872483193874359,0.07556243240833282,0.04087164252996445,0.6503385901451111
0.657252929427407,31.343067515980113,0.17086829245090485,0.08486395329236984,0.044256482273340225,0.6529229879379272
0.6163324767893011,27.48190030184659,0.1525772362947464,0.0965547114610672,0.041448209434747696,0.656872034072876
0.5681046030738137,23.205178000710227,0.1307881474494934,0.11070852726697922,0.041575681418180466,0.6313170194625854
0.5212138999592174,18.92781621759588,0.10802888125181198,0.12850235402584076,0.04307844862341881,0.5748062133789062
0.47942066192626953,15.410364324396307,0.08886334300041199,0.1526634693145752,0.03970303013920784,0.5082018971443176
0.43963111530650745,11.477825511585582,0.06664342433214188,0.18985457718372345,0.04068990796804428,0.4143018126487732
0.41369156403975055,8.39076718417081,0.048977091908454895,0.23419822752475739,0.039656978100538254,0.341388076543808
0.38422219319777057,5.9651031494140625,0.03495021164417267,0.28829678893089294,0.03653411939740181,0.2786293625831604
0.36095105517994275,4.095935821533203,0.024058299139142036,0.35889461636543274,0.03003731183707714,0.18428470194339752
0.34585795077410614,2.7967451268976387,0.016456451267004013,0.4281468689441681,0.02394413761794567,0.11582065373659134
0.3309644135561856,1.9106471321799539,0.011254174634814262,0.49711522459983826,0.02114694193005562,0.07036426663398743
0.31785944375124847,1.2643382332541726,0.007451601792126894,0.5572875142097473,0.014761951752007008,0.03778976947069168
0.30635822903026233,0.9095860394564542,0.005363147705793381,0.6019512414932251,0.010107038542628288,0.022564006969332695
0.29482208598743787,0.6545270573009144,0.00386014673858881,0.6410216093063354,0.007609496358782053,0.017380913719534874
0.28570172461596405,0.5037925460121848,0.002971653826534748,0.6675993204116821,0.008523638360202312,0.018774963915348053
0.27579866214232013,0.4173137057911266,0.002461892319843173,0.6846240162849426,0.006240458227694035,0.018699463456869125
0.2691364830190485,0.3663971640846946,0.0021621505729854107,0.6988433599472046,0.008473111316561699,0.022887790575623512
0.259957573630593,0.33438559011979535,0.001973892794921994,0.7085627913475037,0.008540763519704342,0.02216200716793537
0.2530080296776511,0.31175253608010034,0.0018406297313049436,0.7202432155609131,0.009354449808597565,0.02683001384139061
0.2460766001181169,0.3097453550858931,0.0018291563028469682,0.7214078307151794,0.011071650311350822,0.031384143978357315
0.24292830445549704,0.29909890348261053,0.0017663928447291255,0.7274046540260315,0.01026515755802393,0.034855492413043976
0.23639864271337335,0.2922966046766801,0.0017262452747672796,0.7286304831504822,0.010953162796795368,0.034020159393548965
0.23245710134506226,0.2845026363026012,0.0016803829930722713,0.7339859008789062,0.010109985247254372,0.04125704616308212
0.22676517746665262,0.28261204199357465,0.001669299672357738,0.7351590991020203,0.012072526849806309,0.04255029559135437
0.22518279335715555,0.27056999640031293,0.0015980418538674712,0.7360571026802063,0.011200585402548313,0.039855923503637314
0.22128847512331876,0.26740301739085803,0.0015792185440659523,0.7365143299102783,0.01077151857316494,0.03704039007425308
0.21951449459249323,0.2645760016007857,0.0015624985098838806,0.7374805212020874,0.011445170268416405,0.0440424419939518
0.21554543213410812,0.26682691140608356,0.0015760894166305661,0.7374880313873291,0.014175554737448692,0.049867190420627594
0.21210848743265326,0.2520056421106512,0.0014880627859383821,0.7427650094032288,0.013277766294777393,0.05040581524372101
0.2080244476144964,0.25446029142899945,0.0015030778013169765,0.7400095462799072,0.010899107903242111,0.0472102016210556
0.20674360340291803,0.25159107555042615,0.0014858448412269354,0.7420148849487305,0.014661968685686588,0.0524669773876667
0.2042890570380471,0.24892705137079413,0.0014701036270707846,0.7438160181045532,0.013590107671916485,0.0469379760324955
0.20340218869122592,0.24412506276910956,0.0014415758196264505,0.7444818615913391,0.011733182705938816,0.0501600056886673
0.1998673894188621,0.24535840207880194,0.001448948634788394,0.7435836791992188,0.013459580019116402,0.05193651095032692
0.19887905229221692,0.24698794971812854,0.0014589236816391349,0.7440521717071533,0.014277471229434013,0.052486248314380646
0.19659554958343506,0.23942682959816672,0.001413777587004006,0.748561680316925,0.014123731292784214,0.05254543200135231
0.19424525174227628,0.2370065992528742,0.0013993603643029928,0.748264491558075,0.013053126633167267,0.05233694985508919
0.19273289767178622,0.23130529577081854,0.0013654457870870829,0.7472681403160095,0.013836591504514217,0.055163104087114334
0.19063486294312912,0.23357846520163797,0.001379217952489853,0.7500932812690735,0.014496447518467903,0.05458241328597069
0.19012508609078146,0.23342878168279474,0.0013782322639599442,0.7485783100128174,0.012922205962240696,0.05406816303730011
0.18859304623170334,0.233819918199019,0.001380925066769123,0.7490487694740295,0.014221752062439919,0.05820336192846298
0.18744675679640335,0.22907645052129572,0.0013525012182071805,0.7499517798423767,0.01589740626513958,0.06208428367972374
0.18483293056488037,0.22580370036038486,0.0013329084031283855,0.7481834292411804,0.014634297229349613,0.058319270610809326
0.1834561445496299,0.22828693823380905,0.001348275924101472,0.7513145208358765,0.013229147531092167,0.05689021944999695
0.1819960420781916,0.22653490846807306,0.0013375740963965654,0.7520074248313904,0.014274331741034985,0.05866016075015068
0.18171593817797574,0.22436154972423206,0.001324692158959806,0.7523415088653564,0.012525217607617378,0.060244739055633545
0.18045709349892355,0.22182260860096326,0.0013094248715788126,0.7520261406898499,0.014927154406905174,0.06374409049749374
0.1787398620085283,0.22578542882745917,0.0013332695234566927,0.7529737949371338,0.014550718478858471,0.06315065920352936
0.17733105204322122,0.2245056845925071,0.0013258190592750907,0.7541543841362,0.015071641653776169,0.069106824696064
0.1763008345257152,0.22148739207874646,0.0013080370845273137,0.7577381134033203,0.017062831670045853,0.06337380409240723
0.1748035712675615,0.21313062581149014,0.001258289092220366,0.7549795508384705,0.014612347818911076,0.06767375022172928
0.17502049966291947,0.21605914289301092,0.0012758433585986495,0.7568344473838806,0.014874587766826153,0.060695283114910126
0.17338492111726242,0.21863685954700818,0.0012914050603285432,0.7561768889427185,0.014266449958086014,0.06408374756574631
0.1722812219099565,0.2204971746964888,0.0013019205071032047,0.757167398929596,0.01281386986374855,0.0646747499704361
0.17273283004760742,0.21423957564614035,0.00126494315918535,0.755643904209137,0.015533330850303173,0.06220540031790733
0.16973345929926092,0.21641770276156339,0.0012780216056853533,0.7546440362930298,0.016367709264159203,0.06325823068618774
0.16865160790356723,0.2128401669588956,0.001256668590940535,0.7571903467178345,0.016180001199245453,0.06274891644716263
0.16916315122084183,0.21357373757795853,0.001261071884073317,0.756842851638794,0.014320447109639645,0.06482445448637009
0.1678656502203508,0.20958124507557263,0.0012375430669635534,0.7569054961204529,0.015108248218894005,0.06271269917488098
0.16650410402904858,0.21072095090692694,0.0012441447470337152,0.7567232251167297,0.016683412715792656,0.07248472422361374
0.16643961451270364,0.20739670233293014,0.001224663807079196,0.7589151263237,0.01800234615802765,0.07107357680797577
0.16490299322388388,0.21138184720819647,0.0012483132304623723,0.7604312896728516,0.01558623556047678,0.07085671275854111
0.16402907263148914,0.20923159339211203,0.0012353844940662384,0.7579866647720337,0.015512142330408096,0.07165393978357315
0.1645302718335932,0.20689264210787686,0.0012218427145853639,0.7599474191665649,0.015951817855238914,0.07577196508646011
0.16225134513594888,0.20657079870050604,0.0012199231423437595,0.758432149887085,0.018418187275528908,0.0719660297036171
0.1611117341301658,0.2031198198145086,0.0011995933018624783,0.7618984580039978,0.017270119860768318,0.07133632153272629
0.15949833664027127,0.19954683563926004,0.001178047270514071,0.7608523964881897,0.015702497214078903,0.07609943300485611
0.1589404452930797,0.20340761271390048,0.0012012743391096592,0.7614219784736633,0.01522423978894949,0.07353048026561737
0.15901522202925247,0.19981928305192428,0.0011799306375905871,0.7606313824653625,0.016694264486432076,0.07459166646003723
0.1579952836036682,0.20105825770984997,0.00118723523337394,0.7613837718963623,0.01676957681775093,0.07550862431526184
0.15771738778461108,0.19702926549044522,0.0011635423870757222,0.7622529864311218,0.016116006299853325,0.0774414911866188
0.15654085982929578,0.20290829918601297,0.001198550802655518,0.7636100649833679,0.014971069991588593,0.07500214129686356
0.1567478342489763,0.19854278997941452,0.0011724302312359214,0.7647786736488342,0.018374869599938393,0.0776112899184227
0.15547912500121377,0.19707824967124246,0.0011636766139417887,0.7652542591094971,0.0149732930585742,0.0780138373374939
0.15592682361602783,0.19828705354170365,0.0011708479141816497,0.7643358707427979,0.01950482651591301,0.0776984840631485
0.15414751388809897,0.19867248968644577,0.0011735052103176713,0.7622343301773071,0.016253987327218056,0.07826542109251022
0.15480507774786514,0.20125272057273172,0.0011885692365467548,0.7647842168807983,0.016984278336167336,0.08078872412443161
0.15491168607365002,0.19592402198097922,0.0011568762129172683,0.7640377283096313,0.018357064574956894,0.07747922837734222
