train_loss,val_loss,mse,ssim,kid_std,kid_mean
54.05181884765625,45.01026407877604,0.13748234510421753,0.09493205696344376,0.020037157461047173,0.43351614475250244
40.31120045979818,44.08435567220052,0.13520778715610504,0.10779678821563721,0.023970376700162888,0.4181768298149109
25.544835408528645,43.08684285481771,0.13289807736873627,0.11847537755966187,0.025709254667162895,0.4106442630290985
15.362800598144531,41.95250701904297,0.13005416095256805,0.12715646624565125,0.022470353171229362,0.3831275999546051
9.419150034586588,40.9240976969401,0.1278974860906601,0.13262732326984406,0.026493601500988007,0.39573127031326294
6.0126953125,39.818033854166664,0.12536665797233582,0.1397533416748047,0.02811811864376068,0.4131551682949066
4.281750361124675,38.59918721516927,0.12241070717573166,0.14782081544399261,0.02837851643562317,0.4421655833721161
3.437967618306478,37.45477294921875,0.11998855322599411,0.1547774225473404,0.026231884956359863,0.4636058211326599
3.1009626388549805,36.1844482421875,0.11686298996210098,0.16161291301250458,0.031023571267724037,0.4834355115890503
2.8926947911580405,34.950907389322914,0.11398149281740189,0.17214302718639374,0.031104708090424538,0.49773040413856506
2.721820513407389,33.54500071207682,0.10999634861946106,0.186634361743927,0.02937522903084755,0.531639039516449
2.627797285715739,32.13836669921875,0.10645937919616699,0.19460396468639374,0.033450812101364136,0.5538755655288696
2.5687661170959473,30.741943359375,0.10256118327379227,0.20428359508514404,0.030358118936419487,0.5286044478416443
2.5068647066752114,29.258697509765625,0.09809666126966476,0.2123187780380249,0.02838926389813423,0.5872704982757568
2.496668020884196,27.660598754882812,0.09345237910747528,0.22952596843242645,0.03301328420639038,0.6211288571357727
2.4576512972513833,26.064608256022137,0.0887274369597435,0.23579199612140656,0.03231179341673851,0.5975420475006104
2.401559352874756,24.63574727376302,0.08420993387699127,0.24906592071056366,0.03527339920401573,0.6271679401397705
2.3606791496276855,23.232465108235676,0.08014695346355438,0.25656118988990784,0.033853545784950256,0.6336869597434998
2.310401121775309,21.699907938639324,0.07539162039756775,0.2659108340740204,0.03591391071677208,0.6567890644073486
2.274325370788574,20.294748942057293,0.07132693380117416,0.27357956767082214,0.042621828615665436,0.6534072756767273
2.2293821970621743,19.03925069173177,0.06787256896495819,0.27689793705940247,0.03612491115927696,0.611788272857666
2.1783801714579263,17.78998057047526,0.06401142477989197,0.2835049629211426,0.03408273681998253,0.6161128282546997
2.145202954610189,16.611958821614582,0.06079327315092087,0.29241061210632324,0.03326600044965744,0.6020826697349548
2.051328659057617,15.51169459025065,0.05763962119817734,0.29627078771591187,0.03383626043796539,0.6094291806221008
2.0157033602396646,14.518013000488281,0.05470121279358864,0.31165003776550293,0.03204437717795372,0.5729166865348816
1.9678244590759277,13.497563680013021,0.05216033384203911,0.31775709986686707,0.030898522585630417,0.5662589073181152
1.8970576922098796,12.62909189860026,0.050044361501932144,0.3204146921634674,0.029891828075051308,0.5640880465507507
1.8403317133585613,11.985313415527344,0.04874119907617569,0.3252699077129364,0.033559974282979965,0.5881044864654541
1.7925526301066081,11.313961029052734,0.047547757625579834,0.33018606901168823,0.0364050455391407,0.5643815398216248
1.7474834124247234,10.540248235066732,0.045163389295339584,0.33932021260261536,0.03501482680439949,0.5520809888839722
1.688909371693929,9.932212193806967,0.04362675920128822,0.3557054102420807,0.03201848268508911,0.5120872855186462
1.6394065221150715,9.359028498331705,0.04228029027581215,0.3547920286655426,0.03247581422328949,0.49361690878868103
1.6245242754618328,8.86166763305664,0.04093790054321289,0.3626432716846466,0.029501311480998993,0.47706323862075806
1.545395056406657,8.505481719970703,0.04031316936016083,0.3710474669933319,0.028740255162119865,0.45731085538864136
1.5201725959777832,8.078617731730143,0.039111409336328506,0.3741799294948578,0.02680375427007675,0.42271068692207336
1.4716005325317383,7.586991628011067,0.03737509623169899,0.38380637764930725,0.026854338124394417,0.4072839915752411
1.4423902829488118,7.407576243082683,0.03752940520644188,0.38636311888694763,0.027917079627513885,0.39842814207077026
